y,x
55.8082356,37.7143056
55.642547,37.5263566
55.634282,37.5205921
55.6582649,37.5419522
55.7270544,37.4059529
55.7339413,37.4056269
55.8096803,37.7819623
55.8087001,37.776417
55.8127748,37.8287269
55.8100156,37.7985931
55.8161838,37.798279
55.8031146,37.7989363
55.707205,37.6574827
55.7105208,37.6577548
55.7157476,37.6784693
55.7149174,37.6788515
55.7208421,37.6746153
55.7646825,37.6056838
55.8696333,37.6644163
55.8848063,37.6725981
55.886091,37.5060167
55.6600267,37.5748728
55.6756043,37.6259169
55.6623698,37.61933
55.6536299,37.6193907
55.6950741,37.6100913
55.663817,37.578999
55.6606052,37.5884453
55.6448807,37.6195501
55.6642717,37.6143772
55.6661392,37.6215792
55.8699535,37.4585548
55.8706052,37.4606619
55.8684172,37.4613968
55.7762274,37.5957365
55.7783387,37.5983251
55.7812054,37.5925536
55.875034,37.4333006
55.8879916,37.645463
55.870938,37.6383872
55.6746925,37.6042939
55.6750032,37.6038316
55.678719,37.59661
55.6903737,37.6217666
55.6843463,37.6135657
55.5910349,37.5998004
55.6494471,37.5646564
55.649712,37.5632134
55.6557684,37.539248
55.8757953,37.4310822
55.9046933,37.5428576
55.900789,37.5454298
55.9034987,37.5421726
55.9015885,37.5432392
55.8983634,37.5641805
55.8904375,37.6229395
55.8877283,37.6741479
55.8714629,37.6524781
55.8504292,37.6712622
55.8851854,37.6869441
55.8150627,37.7179783
55.8270667,37.728812
55.7788074,37.72074
55.7180661,37.5684946
55.7036463,37.6166797
55.7058559,37.6237354
55.7041149,37.6469111
55.717014,37.6620236
55.7177049,37.6639565
55.8574484,37.6546612
55.8596627,37.6605219
55.8576241,37.6528969
55.8570104,37.6540166
55.8563971,37.6545717
55.8531039,37.5845828
55.8483005,37.5855649
55.8489348,37.5906262
55.8491454,37.5970295
55.8267516,37.6469299
55.8212769,37.6639803
55.7703181,37.6438855
55.7946295,37.7012702
55.7952641,37.7103259
55.7952758,37.7087184
55.7939597,37.6946624
55.7857422,37.6761017
55.7105768,37.5851606
55.6633325,37.5091046
55.7275368,37.6147765
55.729889,37.6110144
55.7397376,37.6522949
55.7388972,37.6516468
55.741151,37.6576981
55.739164,37.6719784
55.7687315,37.649674
55.7696307,37.6462514
55.7701543,37.6511387
55.7713421,37.6518581
55.7719465,37.6518695
55.8028839,37.780381
55.8114517,37.7741223
55.7883922,37.7622754
55.6839666,37.5522449
55.7848429,37.6010969
55.8855477,37.4787831
55.9025294,37.5429584
55.8892519,37.5427096
55.8907285,37.5286996
55.8869553,37.5240854
55.8607318,37.6740467
55.8806267,37.6958896
55.7617315,37.7698972
55.777824,37.847111
55.7800599,37.8425432
55.7743391,37.8431873
55.7728529,37.6039846
55.7592756,37.6453078
55.7593985,37.6462527
55.7653701,37.6380237
55.8773599,37.4256894
55.8756781,37.4309469
55.8762686,37.4291532
55.8640142,37.5090068
55.7795627,37.6025772
55.7803085,37.6050423
55.7791242,37.6055791
55.7851689,37.6017199
55.7924048,37.5993139
55.7882171,37.6099488
55.7855,37.6348713
55.8247062,37.6455087
55.8305125,37.6515969
55.8787343,37.7211557
55.8247737,37.6452756
55.8417526,37.6645135
55.8467434,37.6703294
55.82387,37.6440185
55.8215494,37.6415232
55.8211022,37.6419561
55.74741,37.607613
55.7701342,37.5980045
55.7738053,37.6189225
55.7734613,37.6278692
55.6249547,37.7152554
55.7766387,37.8419016
55.8202795,37.7501052
55.8210754,37.7500194
55.8717137,37.6467143
55.8773067,37.6450094
55.8669143,37.6407354
55.8166127,37.7784603
55.8185321,37.7773699
55.8166998,37.7854384
55.8132244,37.7855454
55.8168082,37.7972548
55.8201806,37.7853209
55.7965748,37.7992583
55.7968772,37.8234556
55.7970157,37.7822431
55.7936819,37.8235332
55.7932983,37.7994318
55.7970687,37.799227
55.8026115,37.7989549
55.7916258,37.7755184
55.8023275,37.7746006
55.7872478,37.7455699
55.632063,37.480941
55.6348054,37.4729034
55.6296222,37.4753654
55.6416879,37.4670948
55.6423444,37.4668662
55.6248653,37.5104463
55.6286525,37.5161009
55.6211186,37.506158
55.6267555,37.4871538
55.6253563,37.4846011
55.7669292,37.6218199
55.7663795,37.6313494
55.7657316,37.6361797
55.766056,37.6364567
55.7666047,37.6347096
55.7668721,37.6315077
55.8156769,37.7168197
